has_bundle,n,med_pledged,med_launch_year,pct_offering_500plus,med_n_tiers,wilcox_p_pledged,wilcox_p_launch_year
FALSE,284,102607,2020,0.3204225352112676,8,1.1065075792987351e-11,3.023208443554601e-4
TRUE,415,47110,2019,0.3301204819277108,8,1.1065075792987351e-11,3.023208443554601e-4
