feature,importance
log10_goal,0.4800224431113808
duration_days,0.05510116794286147
staff_pick,0.046537604782221
creator_prior_funded,0.023142395323921927
class_accessory,0.019091530277352078
country_us,0.0114281266482426
creator_is_repeat,0.008543163298556198
is_dnd5e,0.008528911179804387
is_zine,0.008364943074460222
blurb_words,0.007544566441653832
has_video,0.0068871404748789425
title_words,0.004978667909380576
is_osr,0.0015396849807458543
is_pbta,-6.9571543886493e-6
