term,est,se,p,n,note
max_bundle_breadth,0.047779588737909655,0.014324598451087429,0.0010166455047419564,212,"year FE only (cross-sectional, for contrast)"
max_bundle_breadth,0.011760057185569715,0.023505123696468486,0.6184426092634081,212,CREATOR FE
max_bundle_breadth,0.010502502487901667,0.01952131062801894,0.5923069152878064,212,CREATOR + YEAR FE
max_bundle_breadth,0.012476287092641904,0.01772876904115852,0.48396831662180484,212,"CREATOR + YEAR FE, + campaign sequence"
max_bundle_breadth,0.01050250248789532,0.020495387219201952,0.6155224900778757,212,"CREATOR + YEAR FE, CR2 (Satterthwaite)"
max_bundle_breadth,0.01050250248789532,0.020495387219201952,0.609,212,"CREATOR + YEAR FE, wild cluster bootstrap (B=1999)"
