term,coef,se,p_value,odds_ratio
log10_goal,-0.9869253994075892,0.023780540275846557,0,0.3727208990263262
duration_days,-0.04210755389107007,0.0015690309443367218,1.2071640559156396e-158,0.9587666559423815
log1p_prior_funded,0.7908079831754364,0.08494909772364079,1.2880103033528547e-20,2.2051774529200645
log1p_prior_failed,-0.9539605476386159,0.08544993412370337,6.11960122002233e-29,0.3852123464046697
csuccess_rate,1.0948198579920025,0.14191397505396255,1.212931675674833e-14,2.988644254520791
has_prior,0.18746947353913573,0.06831222711058699,0.006063947420514122,1.2061934280424944
creator_known,-0.47000774255017913,0.19195877287474652,0.01434593024152736,0.62499742919001
