period,projects,tier_med_real,entry_med_real,moneymax_med_real,whale_med_real
2015-18,86,98.20364764197127,6.410474419271466,95.61947293123906,749.3084449604854
2019-21,112,75.55662469637052,11.881130752481823,99.49868056706424,356.4339225744547
2022-25,109,91.34182900898661,21.131663067521707,122.41,349
