id,name,n_tiers,entry_price,top_price,median_price,tier_rev,tier_backers,top_tier_rev_share,hhi_rev,whale_rev_share,money_max_price
1595192826,Vaesen - Nordic Horror Roleplaying,8,1.05,209.18,86.285,188092.09000000003,2649,0.050045166705309084,0.33534345715999336,0,67.98
1595389419,Make GM Binder the BEST Tabletop RPG Content Platform Ever,18,1,10000,62.5,52883,723,0,0.21314545431695073,0.20838454701889075,200
1596179847,Strata: a Spire RPG sourcebook,13,1.31,4587.29,78.64,70848.61,1287,0,0.1709882343490772,0.03884875087881047,78.64
1596366768,Dystopia Rising: Evolution Tabletop RPG,17,5,750,110,36915,726,0.02031694433157253,0.1498936619077373,0.10971149939049167,50
1598899255,Rifts® for Savage Worlds,8,15,240,70,238005,2677,0.29747274216928216,0.2520052935191952,0,85
1612941899,Xenolanguage: A Game about First Contact,4,55,250,102.5,89705,1126,0.15049328354049385,0.37428302240862626,0.15049328354049385,85
1615232635,Crucible Magazine,14,1,2500,80,69454,884,0.03599504708152158,0.137182408787083,0.03599504708152158,80
1616274779,Cthulhu Dark,9,19.21,8535.21,89.63,80009.97,1722,0,0.22078815460845735,0.023604433297500296,40.97
1626789167,Silent Titans,4,15,70,60,55095,981,0.6352663581087213,0.47121236466039934,0,70
1629589266,Tiny Dungeon 2e - Minimalist fantasy roleplaying is back!,6,13,110,60,48571,1637,0.011323629326141112,0.2837274226677223,0,25
1631893391,IRON KINGDOMS: REQUIEM *5e*,6,10,100,50,469150,5389,0.29244378130661836,0.4446775853832765,0,100
1633313249,The Ultimate Customizable Adventure Notebook for TTRPGs！,9,35.03,359.24,89.04,53997.79,666,0.04657005407073142,0.36318740192035204,0.04657005407073142,85.1
1636787151,Broken Compass - Adventure Role Playing Game,5,33.8,134.05,80.43,50962.94,510,0.43663689732185784,0.3191595727148552,0,134.05
1639044234,Grimmerspace,13,20,1450,80,124685,1878,0,0.17269435326222066,0.03909852829129406,190
1648850656,Ginny Di’s Library of Witticisms,5,1.37,109.85,60.42,70479.14,955,0.1558617202196281,0.5806816282404925,0,79.64
1655261926,Reach of Titan,9,1,250,60,57593,1138,0.08681610612400813,0.2821499900314103,0.08681610612400813,60
1657762617,Altered Carbon: The Role Playing Game,9,25,5000,250,283075,2905,0.017663163472577938,0.2037415331802167,0.4318643469045306,250
1665233817,"HYPERBOREA: Players' Manual, Referee's Screen, and more!",17,1,1999,40,37563,492,0.053217261667065995,0.4073426051185884,0.2112983521018023,90
1666700870,Powered by GURPS: Dungeon Fantasy Monsters 2 & Game Reprint,7,10,200,95,44843,1004,0.026760029436032378,0.20988985634324,0,20
1683396336,Cold Warning - A Call of Cthulhu 7th Edition Adventure,6,10,750,27.5,15560,699,0,0.4003556594920731,0.016066838046272493,30
1687316496,Sig: City of Blades,7,0.75,67.62,18.78,17703.940000000002,620,0.2138913710733317,0.3390666353998728,0,37.56
1690871871,Against the Darkmaster,8,1,390,80,32323,608,0.03619713516690901,0.25923150389445704,0.03619713516690901,85
1694004474,Sickness and Health: New Diseases For Your 5E Game,4,8.78,288.49,62.715,9749.02,482,0.1775501537590445,0.30478053766904534,0.1775501537590445,25.09
1696265492,Venture Maidens Campaign Guide for 5th Edition,6,5,250,72.5,71358,1315,0.08408307407718826,0.2625379364315574,0.2592561450713305,45
1696989756,Monsters of Feyland 2 for 5th Edition,11,0.77,289.74,50.22,16809.16,442,0.017237030285867944,0.1665465701461055,0.017237030285867944,34.77
1698789320,Xenomorphs: The Fall of Somerset Landing Tabletop RPG,8,13.14,394.21,78.84,19999.08,372,0,0.20672795495241925,0,78.84
1699343925,Thousand Year Old Vampire: A Roleplaying Game,6,10,350,30,32740,1409,0.021380574221136223,0.36076206568551245,0.021380574221136223,25
1700186811,CBR+PNK: Augmented,4,8,100,23,42894,1647,0.013987970345502868,0.753719368834759,0,30
1707823139,Knights of the Shadow Realm,8,5,500,51,26093,1034,0.01916222741731499,0.4252508254640039,0.01916222741731499,32
1709101593,Zzarchov's Adventure Omnibus Volume 2,6,0.74,186.22,48.415000000000006,11042.75,139,0.45531593126712094,0.33607518500985883,0,186.22
1710069226,Old-School Essentials: Advanced Fantasy,11,15,370,100,283640,3575,0.032611761387674514,0.16577682267934504,0.032611761387674514,70
1715057111,Xanadu - A Nibiru Roleplaying Game Expansion,6,1.37,546.62,71.745,13415.97,256,0.08148795800825434,0.3305827421356473,0.08148795800825434,41
1716929884,HELLSCAPES: Post Apocalyptic Survival for DnD 5e,5,20,300,100,19220,412,0.031217481789802288,0.23851650368535204,0.031217481789802288,140
1720808564,Moonsoon,8,40,495,107.5,430075,3482,0.27277800383654016,0.17768226457259237,0.38380515026448875,495
1722469645,Black Powder and Brimstone,9,31,752.35,87.91,71703.75,1215,0.010492477729546921,0.30941826139202405,0.010492477729546921,48.12
1725538534,BLADE RUNNER – The Roleplaying Game,5,30.27,223.3,91.23,1366114.97,14163,0.020922397183013083,0.4072180848589868,0,131.87
1726075897,Grimtooth's Trapsylvania (DCC Sourcebook),9,1,500,60,32762,804,0.030523167083816617,0.2069291233948771,0.030523167083816617,40
1727571435,Dark Trails RPG,9,1,140,65,52535,879,0.18121252498334445,0.289240067277523,0,65
1728700161,The Laundry Roleplaying Game,8,5.43,450.5,127.55000000000001,196351.53,1346,0.013766126497715603,0.2885858622229605,0.31360641804013445,157.4
1735075765,2021 Quest Calendar: A Year of Adventure,10,1,500,54,46332,1408,0.010791677458344124,0.203989603497503,0.010791677458344124,44
1735988079,Storied Yarns - A Yarn Quest Knitting RPG,35,2,1000,80,37757,643,0,0.11284919129707582,0.09044680456604073,111
1737288572,Alternity 2017 - A Science Fiction Roleplaying Game,13,1,500,110,55125,699,0.027210884353741496,0.18957601410934746,0.11882086167800454,150
1744558615,Rise of the Drow: After the Fall 🕷️ 5E Adventure & Setting,12,19,888,82.5,85408,1137,0,0.15522870683768625,0,91
1746964170,Designers & Dragons,17,1,625,80,94549,2464,0.01983098710721425,0.2510880953261854,0.01983098710721425,85
1747102975,"The Ultimate Guide to Alchemy, Crafting & Enchanting for 5E",12,5,360,47.5,148805,3016,0.009677094183663183,0.30344352008975106,0.009677094183663183,100
1753031239,The Assorted Magical Items Deck,8,25.38,634.4,66.615,26163.269999999997,667,0.07274320067789691,0.35836865702226633,0.12123866779649488,31.72
1755577102,Champions Now,7,15,200,40,21445,706,0.0373047330380042,0.2839933155467573,0,30
1755692025,The Stygian Library: Remastered,2,12.18,30.44,21.310000000000002,32474.24,1194,0.9204858989771585,0.8536167824772583,0,30.44
1758617049,Dragons Conquer America - RPG Core Book,7,48.06,430.08,122,64843.02,671,0.013265267410432149,0.3064951715168277,0.026530534820864298,158.97
1763142897,Dragon-Blooded: What Fire Has Wrought for Exalted 3rd Ed.,34,5,800,157.5,245700,2042,0.009768009768009768,0.12868273912433453,0.28713878713878715,140
1764024780,Mutated Monsters: Evolve your 5th edition campaign,8,1,300,67.5,64588,1166,0.1718585495757726,0.20507540170325195,0.1718585495757726,45
1766764632,MÖRK BORG CULT: FERETORY,5,6.02,66.87,30.12,47312.520000000004,1754,0.2120051943967474,0.3460754057540014,0,40.16
1766989273,Gods and Goddesses: Redux,14,1,600,21.5,21247,650,0.0564785616792959,0.16926283845212367,0.0564785616792959,40
1774834513,Kids on Bikes RPG - Strange Adventures in Small Towns,5,10,500,35,90920,3027,0.027496700395952485,0.6006589663485873,0.027496700395952485,35
1776485541,The Mimic's Grid: The Adaptable RPG Adventure Tile,8,10,5000,125,95910,730,0,0.21899485212526285,0.17516421645292463,200
1779403263,The Mystery of Witchhaven: A 5e Solo Adventure,6,18.08,180.78,52.06,84326.20999999999,2086,0.16293012575805318,0.17664214963614805,0,25.31
1779944851,Turn: A Tabletop Roleplaying Game,8,1,200,47.5,13266,542,0.015076134479119555,0.27293420875375424,0,25
1780266702,Everyone is John the RPG,4,5,33,15,17081,1446,0.013523798372460628,0.4069949022342332,0,20
1780419538,"Etemenanki, Technofantasy Role Playing Game",11,29.19,350.32,105.1,21957.18,190,0,0.20978452306176543,0,232.38
1782214977,Irongate: Savage Worlds SciFi Expansion for The Last Parsec!,7,1,150,60,24397,518,0.4365290814444399,0.2838097053657925,0,150
1789207776,13th Age Second Edition | Storytelling Action Fantasy Game,15,1.25,1380.19,125.47,289900.64999999997,2501,0,0.2731244966635835,0.24215727008545862,112.92
1789902757,Doppel: Bringing Your RPG Characters to Life,18,98,879,229,141099,1089,0.00622966853060617,0.15909126642374527,0.13609593264303788,98
1796339361,Tome of Beasts 3: Full Throttle 5th Edition Monster Mayhem,12,29,599,54,618332,8758,0.017437234366004025,0.20564493070973952,0.017437234366004025,89
1798179155,Absolute Power – Superhero Role-Playing Game (2-Volume Set),10,1,350,59.5,79842,741,0.07013852358407856,0.24131462179072674,0.07013852358407856,200
1800161044,DEGENESIS: REBIRTH GDR EDIZIONE ITALIANA,4,102.88,154.33,154.33,35032.79,233,0.07929542579965798,0.6434669504363506,0,154.33
1805778307,Lairs & Legends,13,5,1000,140,145775,1114,0.027439547247470417,0.20342306822525663,0.03086949065340422,175
1806207119,"Alien Bestiary for 5E, Starfinder, and Pathfinder RPG",23,20,500,90,35929,592,0,0.10866434828042427,0.029196470817445516,50
1806465974,Call of Cthulhu Sverige,19,5.19,622.95,197.27,74987.1,396,0.04153714438883488,0.1603593155413651,0.3633100893353656,186.88
1808519165,Trinity Continuum: Adventure! Tabletop Roleplaying Game,4,5,225,40,57410,1304,0.01959588921790629,0.6574437709595119,0,55
1810019813,POLARIS RPG,8,1.12,375.95,166.78,71650.16,715,0.020988089907963917,0.2445186524988594,0.020988089907963917,88.13
1810789324,Return of the Lazy Dungeon Master,2,8,13,10.5,72519,6723,0.6716998303892773,0.5589616635114132,0,13
1811766828,Blackstar: Death & Decay Creature Codex,11,1.14,147.97,63.74,20692.7,292,0.14301661938751348,0.21228970185296225,0,128.62
1812034328,MÖRK BORG,6,1.04,124.95,39.045,41187.99,1150,0.19112003280567955,0.3341865255252253,0,26.03
1812072872,Elder Mythos Roleplaying Game,5,16.1,236.06,91.21,91543.2,1264,0.015472039430563932,0.4015899626301864,0,91.21
1814278136,Lost Artifacts of Greyghast - A 5e Magic Item Compendium,7,1,2500,75,41911,849,0,0.38270020200788596,0,75
1814842499,Traveller RPG: The Journal of the Travellers Aid Society,4,1.32,131.77,52.705,61421.61,712,0.5921127759431901,0.4707709791735116,0,131.77
1816612884,They Came from Beneath the Sea! -a tabletop roleplaying game,15,5,750,125,43115,896,0,0.2743291410449836,0.03942943291197959,70
1816818657,Ironsworn: Starforged,5,10,170,40,263228,5380,0.0032291397571686904,0.6629046748069675,0,68
1820674530,Household,3,30,150,60,335790,2890,0.893415527561869,0.8038728705064154,0,150
1825656732,Book of Ebon Tides: 5th Edition enters the Plane of Shadow!,17,24,599,75,180810,2641,0.03975443836071014,0.16417690928341896,0.04691665283999779,78
1828330968,Aventuria Compendium - The Dark Eye RPG,4,40,175,120,43760,460,0.2159506398537477,0.3460341475356691,0,90
1832103406,Worlds Without Number,7,20,330,80,186115,3835,0.04078123740697955,0.3141529745079622,0.055557048061682296,80
1832827316,The Sassoon Files,7,5,2500,90,19267,500,0.12975554056158198,0.4090451967068807,0.15570664867389838,38
1834000141,Deadlands: Abominable Northwest & More - Savage Worlds,8,20,400,40,197530,2015,0.10530046068951551,0.5203279511740665,0.10530046068951551,120
1835677554,Imp of the Perverse: A Jacksonian Gothic American Horror RPG,8,1,200,64,14401,451,0.055551697798763976,0.4344504455667305,0,38
1839549794,Comets & Cockpits - Original 5e Setting,11,5,220,40,28791,745,0.02292383036365531,0.2517089319563835,0,45
1839684496,Campaign Builder: Castles & Crowns for 5th Edition D&D TOV,8,29,549,89,172702,2546,0.02543108939097405,0.22685305587981158,0.02543108939097405,99
1840236983,The Fantasy Trip: Hexagram #5 and Ardonirane,5,15,90,40,36395,715,0.53908503915373,0.3533152872023756,0,90
1844851436,Symbar - Mother of Darkness,9,5.48,328.23,65.21,75634.43,994,0.04773659297756327,0.21705629841577184,0.04773659297756327,76.17
1845631671,Remarkable Shops & Their Wares,12,1.12,279.64,61.519999999999996,110545.90000000001,3180,0.012648139822462883,0.24239607271940142,0.02453731888744856,55.93
1856852949,Top Secret: New World Order - the espionage roleplaying game,7,10,5000,100,102200,1928,0,0.3556652902294339,0.008806262230919765,50
1858195447,"Calidar ""On Wings of Darkness""",6,5,150,22.5,18370,328,0.47359825802939576,0.35494236449158395,0,150
1862475860,Wolfspell,8,1,150,42.5,17814,626,0.04210171775008421,0.3161169402791459,0,30
1864612634,Traveller RPG: The Great Rift & Deep Space Exploration,7,1.29,323.32,129.33,144738.63,1130,0.28369509922817426,0.22202178224801794,0.3819808851306662,193.99
1867241734,Castles & Crusades,10,1,240,114.5,67851,682,0.1308750055268161,0.5126492956314149,0,99
1867803421,Drinking Quest: Liquor Before Honor,7,26.35,123.51,65.87,48163.47,1102,0.03846587465562593,0.22824218897915866,0,45.29
1872505183,Song of Swords: Tabletop Roleplaying Game,14,15,499,99,23271,292,0.06432899316746164,0.15238181885259952,0.11572343259851317,129
1873071798,Terry Pratchett's Discworld RPG: Adventures in Ankh-Morpork,8,1.31,457.08,117.535,2785567.16,17273,0.04102216655943057,0.25837938282163175,0.4443960489539947,391.78
1873713778,Shadows of Kilforth: A Fantasy Quest Game for 1-4 heroes,6,1.33,264.72,67.17500000000001,185686.40000000002,2756,0.009979406138521722,0.46332653001536317,0.009979406138521722,133.02
1874576551,The Codex of Quests,6,25,300,112.5,17375,245,0.08633093525179857,0.23464416955644116,0.08633093525179857,75
1877094825,Monte Cook’s Diamond Throne RPG,4,35.51,165.71,94.695,64285.479999999996,815,0.19590675841574182,0.29838078790609107,0,118.37
1878723476,The Lazy DM's Companion,5,2,75,20,334719,10306,0.559499161983634,0.3908631908308247,0,75
1878744583,Runeway - A Self Discovery Roleplaying Game,7,22.9,572.54,103.06,57835.560000000005,630,0.039597783785615626,0.40911794206346663,0.039597783785615626,103.06
1882083597,The Coins of Wonder - RPG / DnD 5e Enhancing Collector Coins,10,8.47,168.24,100.46000000000001,108921.72,1104,0.2965623385308275,0.24974243646120656,0,162.19
1882952109,Warring Kingdoms - The Dark Eye RPG,8,20,500,145,39640,450,0.025227043390514632,0.36817278819160537,0.025227043390514632,120
1884972597,The Burning Wheel Codex,9,25,500,60,59895,1679,0.008347942232239752,0.353569472848459,0.015026296018031555,50
1897165631,Rifts® for Savage Worlds: Europa,10,20,600,100,126065,1369,0.10946733827787253,0.345522021570681,0.21179550232023162,100
1898298480,Delve – a Guide to Dungeons for 5E & Shadowdark RPG,9,25,500,90,257705,4712,0.009701014726140354,0.15078258108946757,0.009701014726140354,40
1900185281,Changeling: The Lost 2nd Edition,18,5,800,87.5,145270,2486,0.011013973979486473,0.1408700004538137,0.04818613616025332,50
1909023001,Numenera 2: Discovery and Destiny,15,25,5000,170,652330,3450,0.015329664433645548,0.3476370535573367,0.702573850658409,280
1909188084,LexOccultum - Role Playing Game,5,11.16,111.6,66.96,96701.4,1424,0.13271783035199078,0.6468813224434945,0,66.96
1912717573,"Legacy of Mana 5E World Guide, Immersive Map Book & Novel",11,0.78,423.53,49.83,18495.01,310,0.11449845120386525,0.15678282023693924,0.11449845120386525,91.87
1912882038,Midgard Campaign Setting: Dark Roads & Deep Magic,22,19,649,80,167584,1806,0.007745369486347145,0.1278356043336521,0.046687034561772006,145
1915340506,Tainted Grail TTRPG: Life and Death in Avalon,8,10,340,94.5,75258,713,0.22137181429216826,0.3968919867369025,0.2944537457811794,99
1919986003,Cold Shadows - Narrative Espionage Roleplaying,6,10,100,52.5,33935,909,0.2946810078090467,0.19342443232929837,0,100
1922865128,Monsters of the City for 5E RPG,9,15.33,268.24,76.64,26375.35,699,0.040680408032500046,0.1563608311269934,0.040680408032500046,28.36
1928617515,Battlestations: Dirtside!,10,1,299,147,123236,841,0.16741049693271445,0.31266874367235176,0.18924664870654678,145
1932128869,Good Society: An Expanded Acquaintance,15,5.59,199.29,76.92,57099.57,985,0.010470656784280512,0.18082879647613168,0,129.37
1933829714,SLA Industries 2nd Edition: CULT,11,31.71,348.76,164.87,65548.33,640,0.09045112209571167,0.20339594140244324,0.09857733980408044,101.46
1933884879,Fabula Ultima TTJRPG Celebration Edition + Bestiary Vol. I,8,1.17,527.66,126.055,1039299.8099999999,4561,0.007107900847205966,0.5222839503920527,0.8460634376523171,469.03
1936746567,Deviant: The Renegades - a tabletop roleplaying game,11,5,650,125,68715,1625,0.02837808338790657,0.3649173776621406,0.053845594120643235,50
1937274380,Bergin's Book of Beasts - DnD 5e,6,26.03,227.75,78.085,92664.97,1449,0.15729784405045402,0.33141821568272345,0,58.56
1938241465,Fantasy World Creator: Chronicles,5,44.51,199.71,97,165408,974,0.7630629715612304,0.6071074891535241,0,199.71
1938799637,Triumvene: A Narrative-Focused RPG by Pete Watson-Wailes,7,15.97,661.27,195.59,18648.36,500,0,0.3297566720095066,0.02811078293211843,49.23
1944945198,Planegea: The Prehistoric 5th Edition Campaign Setting,5,20,230,60,174070,2485,0.02510484287930143,0.3757188927450837,0,125
1947542270,"THE ONE RING™ Roleplaying Game, Second Edition",5,35.83,240.21,95.94,1417374.21,12446,0.024404451383378847,0.4554525197641426,0,144.03
1949307344,Mutant: Elysium - Roleplaying Humanity's Final Fall,7,1.11,277.2,66.53,92784.39,1472,0.05377628715347484,0.41156591453482816,0.05377628715347484,66.53
1952527145,Thousand Arrows: a Samurai Action & Drama TTRPG,8,10,300,55,24235,1035,0,0.2982293885063679,0,25
1953308526,The Moebius Deck of Wonders - Usable in any TTRPG System,12,8,160,36,17959,704,0,0.1449509783377529,0,38
1956132115,Cthulhu: Lovecraftian Bestiary - 3D Printable Models,9,21.5,161.24,75.24,39281.88,597,0.40636446117141034,0.3230007244729124,0,161.24
1959523962,LIMINAL_,5,0.79,78.66,19.66,20445.81,957,0.007694486058512721,0.8619542906048615,0,23.6
1960197114,Moria™ – Through the Doors of Durin for The One Ring™ RPG,10,22.66,109.45,72.9,632127.46,10104,0.4467152874516795,0.2866368036151675,0,109.45
1961061349,"Faster, Purple Worm! Everybody Dies, Vol. 1",8,25,225,110,202365,3329,0.200133422281521,0.2111220185621972,0,40
1963408813,Chivalry & Sorcery - the Medieval Role Playing Game,7,1.27,95.21,38.09,31205.62,522,0.3051052983404912,0.3417904751197959,0,63.48
1963447663,The Red Dragon Inn - Adventure Is Nigh!,5,1,110,60,168589,2733,0.23228087241753614,0.5641160021268254,0,60
1969659287,Quickstarter: Limitless NPCs Revision (100+ 5E NPCs),4,15,25,25,18835,945,0.0876028670029201,0.2941355880771702,0,15
1970283842,Tyrants & Hellions: A Book of Villains for 5th Edition,10,1,300,57.5,13847,334,0.06499602802050986,0.17143042826422814,0.06499602802050986,50
1974295126,Hellboy: The Roleplaying Game,5,13.13,131.29,98.47,321810.89,4227,0.017134845871747843,0.34676092028506195,0,124.73
1976715752,A Pound of Flesh: Module for Mothership Sci-fi Horror RPG,3,5,45,15,20455,823,0.7193840136885847,0.5763904776694416,0,45
1980443412,The Blood Queen's Defiance,7,20,125,40,29720,746,0,0.20528884211365295,0,40
1980625041,Something Is Wrong Here: A Roleplaying Game,5,2,100,12,22400,1221,0.017857142857142856,0.7715394770408164,0,20
1982182753,Galaxies in Peril: Superhero Roleplaying Forged in the Dark,11,0.71,370.03,63.33,29742.54,750,0,0.36515053795395236,0.010527009461868422,56.22
1982463901,The Complete Curse of Roslof Keep Campaign,9,10,500,175,42881,639,0.023320351670903197,0.19855800097464726,0.023320351670903197,201
1989634883,Putrescence Regnant,4,10,66,37.5,51241,1396,0.432778439140532,0.3495672189199796,0,66
2000189628,Deadlands Lost Colony,5,1,100,35,43142,665,0.6791525659450188,0.5050767938480566,0,100
2005157916,Gary Gygax's World Builders Archive,14,50,950,337.5,203305,770,0.0841100809129141,0.14785432719828795,0.8648336243574924,450
2007792608,The Big Book of Maps (for Tabletop Roleplaying Games),7,1,295,50,22218,944,0.11949770456386713,0.5054281147876644,0.11949770456386713,20
2008734219,Esper Genesis: Heroic Sci-Fi Role-Playing for 5E,16,5,500,85,22445,315,0.022276676319893073,0.19246418102496632,0.10247271107150813,95
2010321018,"Haunted West, a Historical Weird West RPG Corebook",9,20,2500,100,33915,548,0.07371369600471768,0.17701582832905036,0.14742739200943536,55
2013036932,Coyote & Crow the Role Playing Game,9,5,400,60,897515,14910,0.022283750132309765,0.2558665284858442,0.022283750132309765,100
2018441580,Advanced Kinks and Cantrips,4,15,130,62.5,231130,3887,0.40046726950201184,0.34394447222384616,0,80
2025535161,Nordlond Sagas for the Dungeon Fantasy RPG,6,25,330,97.5,16440,301,0,0.5760279583355533,0,60
2025582003,Lasers & Liches - New 5E Sourcebooks,20,1,1000,72,100544,1639,0.02983768300445576,0.21862503036789857,0.08603198599618078,50
2028418019,Masters and Minions: A 5th Edition Supplement,14,5,250,47.5,43275,1207,0.023108030040439053,0.1727702236145778,0.023108030040439053,35
2028896580,Fragged Empire RPG: Expanded.,11,11.17,707.67,52.14,65657.22,1075,0.010778251043830366,0.25221617699492493,0.0323347531314911,119.19
2030438151,Our Haunt by Jamila R. Nedjadi,10,1,1000,80,27051,968,0.03696721008465491,0.3325570342207272,0.03696721008465491,25
2032854813,Kings of War the Roleplaying Game,11,1.23,368.16,85.9,25053.02,473,0.11756187477597511,0.16154553667093072,0.19103804651095954,42.95
2033432418,Prowlers & Paragons Ultimate Edition,11,1,1000,100,34167,469,0.058536014282787485,0.13277204736204817,0.2048760499897562,55
2035657829,Lost Tomb of the Bitchin' Chimera - Dead Milkmen RPG Module,10,1,250,24,44824,1080,0.10597001606282348,0.3558733413303962,0.16174370872746743,100
2037307742,Tiny Cthulhu,5,10,70,25,33665,920,0.4512104559631665,0.32163545424643686,0,70
2037984393,Old-School Essentials Fantasy RPG Box Sets,13,60,350,100,688120,5538,0.02441434633494158,0.21736259709206573,0.02441434633494158,100
2039715193,For the Dungeon!,3,1,16,8,16083,1227,0.7889075421252254,0.6666473171572749,0,16
2045449786,Fearsome Foes and Where to Fight Them,8,1,1000,37.5,28930,1135,0.17283097131005876,0.2090902877835805,0.17283097131005876,25
2048233156,Limitless Encounters vol. 1 Revision (173 5E encounters),8,1,150,45,24302,680,0.04320632046745124,0.18754663705852995,0,20
2050783030,Fractal: Beyond the Void,3,1.16,137.91,91.55,349651.33,3186,0.9292570401491108,0.8682641444389544,0,137.91
2053378096,Grimtooth's Ultimate Traps Collection,10,1,1000,100,161079,2260,0,0.24410106996440986,0.07809832442466119,80
2058762778,"The Veil: Cascade, a post-cyberpunk roleplaying game",12,7.31,219.28,36.91,10412.960000000001,439,0,0.25973783150199614,0,57.01
2061298840,Arcana Academy - A Magic School RPG,4,12,250,52,21373,555,0.12866700977869275,0.3523048117964542,0.12866700977869275,75
2063040180,Broadsword Magazine,12,1,300,52.5,33670,685,0.02673002673002673,0.2149821751306753,0.02673002673002673,144
2064368512,IRON KINGDOMS: BORDERLANDS AND BEYOND,6,10,100,50,279320,3093,0.10883574394959186,0.6620387837002484,0,100
2068309724,Invisible Sun – Return to the Actuality,7,43,917,368,281962,1170,0.03252211290883169,0.30791217409951865,0.24618920280037734,216
2068598935,Zombie World: A Card-Based Tabletop RPG of Zombie Horror,4,25,200,75,50800,1046,0.007874015748031496,0.8307706615413232,0,50
2071397224,Dream Askew // Dream Apart,31,6.26,391.14,156.45,33711.020000000004,1331,0.011602734061443408,0.4627248811641121,0.011602734061443408,29.73
2073111447,Treasure Decks for 5th Edition - Only $12!,10,1,300,46,42685,897,0.03514115028698606,0.5691082409311073,0.03514115028698606,50
2073570528,Stibbles' Codex of Companions,10,25,1000,97.5,337668,6367,0.0059229775992987194,0.19484578539464517,0.13126799104445788,50
2073721952,Knock! Issue one,3,17.78,53.35,29.64,31210.620000000003,1051,0.05469932990757633,0.8352997789403653,0,29.64
2077001694,Arcanis 5E RPG,43,5,300,240,36905,377,0.04877387887820078,0.07453013088802891,0.1913019916000542,75
2080474153,Flash Gordon™ RPG for Savage Worlds,8,1,500,60,94551,1010,0.005288151368044759,0.4247558986705436,0.005288151368044759,175
2081131739,Menagerie of Magic: A collection of Magic items for DnD 5e,8,1.24,618.5,49.480000000000004,234616.06999999998,7354,0.007908665420915116,0.26192138790630337,0.007908665420915116,37.11
2092989754,Avatar Legends: The Roleplaying Game—Voyage of the Unity,5,29,349,99,405114,2626,0.5289523442784007,0.35234181385687696,0.5289523442784007,349
2096042826,Satzija's Tome of Hags - A Witchcraft Compendium,13,16.07,535.71,85.71,72159.76,1523,0.014847887520690203,0.1257834350864793,0.014847887520690203,53.57
2096216523,Voidheart Symphony,8,12.62,252.34,50.47,24875.49,535,0.060864730704802195,0.2659713154894423,0.060864730704802195,56.78
2099111893,Beasts of the Dissonance - 5e,11,10,150,45,33500,715,0.022388059701492536,0.1724366228558699,0,70
2100634744,DCC Annual (and other forbidden tomes),16,1,300,45,104013,1489,0.12979146837414554,0.20100329143217557,0.12979146837414554,150
2116365475,The Decks of Adventurer's Allurement - 5E Class Magic Items,14,1,2500,60,44052,550,0.05675111232180151,0.23354740164148477,0.05675111232180151,210
2118138397,The ADOM (Ancient Domains Of Mystery) Roleplaying Game,18,1.15,9748.82,63.084999999999994,27066.35,552,0,0.15857900740594366,0.24365272746417604,57.35
2121801688,Southlands: New Fantasy Options for Pathfinder RPG,26,5,5005,98,88497,1006,0,0.15949280171627261,0.10209385628891375,125
2122048944,Vulcania - Beyond the Storm TTRPG,10,33.12,198.7,104.485,22812.38,208,0.06097127962974489,0.235650691919687,0,192.99
2129150343,Legacy: Life Among the Ruins 2nd Edition,12,1.3,520.5,74.82,57967.479999999996,1543,0,0.29092767869334296,0.02693751738043469,39.04
2131903166,Liminal RPG,14,2.8,168.02,77.01,33116.33,835,0.02029451935042319,0.23316574609130797,0,70.01
2132901401,The Scourge of the Scorn Lords,18,1,250,95,18592,347,0,0.17800511310363165,0,115
2133896200,Fighting Fantasy - Solo Adventure Gamebooks - Back In Print!,4,1,60,37.5,196049,3532,0.976898632484736,0.9545864679342413,0,60
2135806060,"Beak, Feather, & Bone: A Map-Labeling RPG",2,5,10,7.5,12895,1560,0.7902287708414114,0.6684654788482329,0,10
2142545068,The Streets of Port Noir: A 5e Solo Adventure Investigation,7,18.56,194.15,47.11,55396,1459,0.13668586179507547,0.15721994022044686,0,27.84
2147160025,Player's Guide 2: New Power for 5E and TOV Players,6,29,189,84,174083,2647,0.006514134062487434,0.32950799551053944,0,59
