id,name,n_tiers,entry_price,top_price,median_price,tier_rev,tier_backers,top_tier_rev_share,hhi_rev,whale_rev_share,money_max_price
654737500,"Aquilae: Bestiary of the Realm (Dark Obelisk, Pathfinder/5E)",15,1,300,60,21608,293,0.013883746760459089,0.30456990558161223,0.013883746760459089,120
658806019,Blood Drive: A Deadlands Booster Campaign,4,25,60,32.5,63690,1439,0.7027790861987753,0.5250320597041314,0,60
666763798,Adventures & Academia: First Class,1,39.99,39.99,39.99,92376.90000000001,2310,1,1,0,39.99
667580300,Ordinary Towns: Small Settlements for Any Campaign,4,20,200,70,39600,1311,0.010101010101010102,0.46681154984185297,0,40
669664143,The Cthulhu Alphabet,7,1,175,35,27039,926,0.04530492991604719,0.32706040921715535,0,25
670172781,Zairoo: The Pan-African Fantasy Role Playing Game,6,20,300,65,62050,1377,0.09186140209508462,0.2894477628124755,0.09186140209508462,100
673462679,Mysthea: Legends From the Borderlands,9,1.3,324.33,90.81,40413.19,879,0.032101400557590226,0.2255772555683097,0.06259763210971467,45.41
674821442,Odyssey of the Dragonlords: 5th Edition Adventure Book,8,2,80,52,298502,5487,0.3540344788309626,0.23339763525937796,0,80
678920480,The City of Great Lunden,3,15.91,112.68,59.66,15898.150000000001,255,0.3898189411975607,0.4672046304857546,0,59.66
680310506,Apocalypse World 2nd Edition,11,1,280,50,119298,4327,0.011735318278596456,0.2416215777316834,0.011735318278596456,28
684858889,"The Book of Dungeon Encounters, for use with Fantasy RPGs",15,1,73,28,14414,1442,0.0759678090745109,0.12059909725387817,0,18
694646968,Tabletop RPG Adventure Boxes for Immersive Gameplay,14,5.29,2499.01,703.365,39121.59,327,0.06387802745236072,0.24423170676336836,0.4288854312925421,100.53
694793420,City of Brass: Epic Adventure for 5e and Swords and Wizardry,9,5,1750,225,67375,759,0,0.44293837898120964,0.1510204081632653,95
698007977,Beam Saber - #RecognizeKSRU,11,0.75,164.25,41.06,52964.94,1766,0.003101108015981893,0.38175224883839604,0,41.06
700637793,Things from the Flood - Sequel to Tales from the Loop RPG,6,1.11,221.15,52.525,364973.51999999996,5806,0.03029671851261977,0.4534913126338899,0,66.35
701261991,Velvet Generation,12,3,600,70,16620,410,0.036101083032490974,0.21368622757439243,0.11883273164861613,35
706682640,Desolation of Time: A Grim Adventure and Grimoire for 5E+,7,3,229,54,50517,709,0.17225884355761426,0.2896994182436011,0,89
712085343,On Downtime and Demesnes,7,1,400,20,22662,1192,0.017650692789691995,0.28052249477674007,0.017650692789691995,20
713357973,The Dark Eye - Magic of Aventuria,6,1.12,176.08,112.155,40970.409999999996,404,0.19339811341892846,0.351710195154546,0,99.82
713900276,Empyrean Investigations: Detective Adventures for D&D 5E,9,10,80,40,14635,574,0.038264434574649814,0.29573266066938714,0,25
716072316,Barrowmaze: HighFell - The Drifting Dungeon,8,0.78,4662.81,136,20669.670000000002,305,0,0.39726916577210775,0,62.17
718450083,Fantasy World Creator + APP: Modular tiles for TABLETOP RPG,5,28.25,112.99,67.79,87787.26999999999,952,0.8314592764987452,0.7022467893465832,0,112.99
727221028,Monsters & More! A Nimble TTRPG Reprint & Expansion,13,1,400,119,604598,4033,0.260007476041932,0.1989768473372785,0.346742794385691,189
734955192,CATaclysm: the RPG of Feline Proportions,21,0.8,4009.88,72.18,26676.68,460,0,0.13649216879827133,0.16534553775057464,64.16
735929844,Ebonclad: A 5E DnD Thieves' Guild Setting + 7 New Adventures,4,17,90,53.5,31227,846,0.1988663656451148,0.3970295284926337,0,40
739088516,The Deck of Stories and NPC Cards,10,15,120,32.5,170384,2751,0.04296178044886844,0.4766434702623872,0,85
739731842,CHEW: The Roleplaying Game (TTRPG),12,25,349,174.5,46489,564,0.037535761147798406,0.1458295863204652,0.14368990513885005,157
740073300,GHOST IN THE SHELL ARISE - Tabletop Roleplaying Game,7,23.01,264.66,126.58,461063.19000000006,3212,0.6279790846022646,0.4355716683562915,0.6279790846022646,264.66
742525199,Western - the Roleplaying Game,18,1.15,862.7,158.16,72777.09,552,0,0.1773132065592775,0.44539840765823424,287.57
745641891,Secrets of the Nethercity,12,10,1000,75,24155,462,0.0827985924239288,0.15410037491171802,0.1759470089008487,50
753544956,5th Evolution: New Genres for Your 5E Game!,6,15,125,30,21820,789,0.1432172318973419,0.19719219663255988,0,30
759172140,GrymmWorld - A 5th Edition Fairy-Tale Setting by Grant Ellis,5,1,500,44,33513,1010,0.04475875033569063,0.37225561812912455,0.04475875033569063,44
759188489,Dolmenwood Tabletop RPG,7,50,650,160,1181030,8759,0.009906606944785484,0.21311690522196328,0.09792299941576421,190
764242494,Dusk City Outlaws,4,20,400,92.5,96985,1448,0.06598958601845646,0.36294551118873625,0.06598958601845646,120
765991952,"ORUN: Post-Apotheosis, Afro-Centric, Space Opera RPG",6,5,300,62.5,34280,869,0.03500583430571762,0.32572394407235905,0.03500583430571762,50
767018438,A Time for Sacrifice: A Call of Cthulhu Adventure,9,2,199,100,34750,802,0.005726618705035972,0.3110224158169867,0,36
767741024,Perilous Vistas: Two New Environment Books for Pathfinder,8,15,210,35,18496,337,0.011353806228373703,0.6565757507842338,0,69
770262509,Book of Spirits: An Ethereal Supplement for 5E,6,25,275,87.5,145115,2009,0.29562760569203733,0.20644060407501116,0.29562760569203733,275
772982289,Over Arms,13,1,150,30,40510,1464,0,0.21138589013284767,0,30
777039839,Arkadia: The Mythic Greek Setting for 5e,5,10,200,50,42340,1016,0.08030231459612659,0.35938069330558187,0,50
804672688,Carbon 2185 | A Cyberpunk RPG | Terminal Overdrive,11,19.52,260.24,78.07,121205.56,2063,0.053677405557962854,0.22116875464762534,0.053677405557962854,78.07
809198267,HYPERBOREA: Otherworldly Tales,10,1,1299,26,20475,436,0.06344322344322344,0.5740585227823323,0.12688644688644687,50
810452722,Tavern Tales: A 5e DnD Supplement,7,1,1000,45,27265,609,0.11003117549972492,0.25620008253515214,0.11003117549972492,45
810800705,Fantasy World Creator,6,52.49,232.14,78.16,145377.52,1579,0.07984040448619567,0.4265185256316377,0,81.66
816186930,Desert Moon of Karth,5,1,149,8,14002,1212,0,0.6748153655115812,0,15
816378530,Windheim Falling,8,19.98,175.1,49.165,57576.55,730,0.28282868633150127,0.22183871460214455,0,175.1
819291103,Fateforge: a 5th Edition Roleplaying Game,7,15,195,75,89560,1447,0.16329834747655203,0.20113662726273715,0,75
824023340,Fragged RPG | Regions.,9,1.39,417.82,45.26,39476.560000000005,621,0.052920011267445784,0.364432670220961,0.052920011267445784,114.9
825778086,Diceborn Heroes: A Co-op Dice Adventure Game,20,0.74,741.79,55.63,86541.75,1738,0.008571469839701647,0.11548843549099487,0.01937145944009683,43.77
833888729,The Lost Lands - Grand Duchy of Reme,12,10,2100,82.5,45835,577,0,0.2810030239109843,0.22199192756627031,100
834529356,Fantastic Lairs: Boss Battles & Final Encounters for 5e D&D,2,15,20,17.5,53595,2990,0.6526728239574587,0.5466179823502904,0,20
840121834,Ghost Hunters for World of Darkness 20th Anniversary,9,5,325,75,42360,911,0.02301699716713881,0.36974414301267705,0.02301699716713881,55
841272918,Devil's Swamp - A Call of Cthulhu RPG Adventure,9,1,299,36,15936,516,0.018762550200803214,0.2315052992466855,0.018762550200803214,36
846624810,The Heart of Chentoufi: Adventure in Luke Gygax's Okkorim,12,2,500,112.5,19548,313,0.1534683855125844,0.15349630836357375,0.2941477388991201,45
853120791,A Touch More Class: 9 New 5th Edition Classes,18,18.89,157.46,59.83,87724.59,2111,0.10769614312247,0.1471709035293078,0,56.68
854102932,BEOWULF: Age of Heroes,8,1.27,635.2,111.16,30123.97,562,0.021086198133911303,0.29990305215118657,0.021086198133911303,45.73
855479677,Valhal - Enter the golden Gates,6,1.11,120.68,68.09,21726.8,345,0.08331645709446399,0.3244823202236611,0,54.25
855827545,Crown of the Oathbreaker,8,1,1000,25,39435,1226,0.10143273741600102,0.18722851362087686,0.10143273741600102,25
857268609,Before All Others,14,1,2000,165,91716,798,0.21806445985433295,0.15797299401053994,0.47129181386017704,2000
859243429,The Forest Hymn & Picnic,5,1,125,45,29414,792,0.0042496770245461345,0.5769880562987596,0,45
863357637,Zargoth's Tome of Familiars for 5e,5,20,500,80,21860,609,0.022872827081427266,0.4454605495003135,0.022872827081427266,40
870181154,DNGN: Weird-Fantasy Megadungeon Zine,3,5,150,15,12740,979,0.03532182103610675,0.7709210782489545,0,15
870999013,The Koryo Hall of Adventures 5e Compatible Campaign Setting,30,4.52,152.7,147.05,28466.77,785,0.0911905354910304,0.1835083400814838,0,35.06
873106746,COLOSTLE - A solo RPG - make100,9,4.05,54,27,24422.85,1694,0.21447128406389918,0.18018552195606363,0,8.1
874615245,Pirate Campaign Compendium for 5E and Pathfinder RPG,12,30,500,145,34250,716,0,0.24671993180244023,0.08175182481751825,50
875888535,Legends of Avallen: a Celtic-Roman TTRPG,11,1.31,1310.66,39.32,22708.75,513,0.05771607860406231,0.19395663566996293,0.05771607860406231,52.43
876663429,Dungeon Master's Little Black Book,9,2.78,167.1,27.85,18297.02,1890,0.027397904139581198,0.27372923419657275,0,8.35
877781862,"Into the Unknown: A Solo Campaign for 5e, B/X, and S&W!",10,8,130,36,36585,1292,0.06751400847341807,0.28811022216185445,0,25
878356662,Level Up: Advanced 5th Edition,17,13.53,514.32,81.21,618758.89,4394,0.035742128892887505,0.19361961079650758,0.29061445888882503,162.42
882744766,Flames of Freedom: powered by Zweihander RPG,6,15,85,45,52935,895,0.40625295173325776,0.29406270010281255,0,85
883363094,Pasión de las Pasiones,8,15,250,65,27895,735,0,0.2752931294572145,0,50
883395688,"Fear's Sharp Little Needles, adventures for Call of Cthulhu.",5,1.27,75.94,36.71,40387.51,1135,0.5302401658334469,0.3556202649988835,0,75.94
885428476,DarkSpace - Sci-Fi Rules for Shadowdark,15,19,500,125,70461,930,0,0.1531409575369648,0.04967286867912746,99
888721245,"Stalingrad: Inferno on the Volga. WW2 solo, 2, 3 player game",9,2.38,891.97,184.34,55362.259999999995,623,0.04833455137127712,0.23168781087774962,0.06981633336500352,65.41
892481513,"Codex RPG Zine, Volume 1 Hardcover",26,25,1000,100,30645,703,0,0.3003473665567575,0.05547397617882199,50
898027743,Into the Wyrd and Wild,7,15,150,60,47635,1526,0.031489451033903645,0.3467720789655965,0,60
901379798,Archetype Anthology: A Dozen Subclasses for D&D 5th Edition,4,9.59,191.86,47.28,11486.17,526,0.18373922726200292,0.28507856805101867,0,27.41
906155904,"Brancalonia 5E: Complete Knave, Grand Theft Market & Saints",8,1.15,484.15,119.30499999999999,175612.97999999998,1146,0.07443669596632323,0.3598159507846253,0.07443669596632323,206.34
908301126,Heroic Fantasy & Barbarian Conquerors Collection,16,7,1000,50,27027,572,0.11100011100011101,0.17577589794262008,0.21275021275021275,55
911037737,Satanic Panic,6,1,10000,90,26523,622,0,0.49597447311751297,0.04712890698638917,55
911432658,Shield Maidens: A New Viking/Cyberpunk Tabletop RPG,7,1.31,295.12,52.47,47255.579999999994,500,0.02498075359566003,0.39212969563910766,0.02498075359566003,131.17
914370670,Ghoul Island,3,15,25,25,61675,2589,0.12282124037292258,0.6653959546105882,0,25
915311269,Out of the Ashes,12,20.35,203.48,111.92,22057.199999999997,348,0.018450211268882726,0.1445849297986078,0,61.04
920339500,UnFamiliar: Release The Tiny Beasts,8,12,1800,51,26224,870,0,0.23730611726967848,0.0762660158633313,48
929234461,Deep Carbon Observatory Remastered,4,12.87,160.92,64.365,51603.7,1676,0.031183810463203218,0.8149029690572509,0,32.18
934208326,Noir World,10,1,1500,40,27457,1063,0,0.30381589664790665,0,25
937868037,Secret Dragons: Epic New Playable Dragons for 5E and PF2,15,25,599,139,153966,1014,0.03890469324396295,0.16207059377232153,0.03890469324396295,139
938049399,Enthralling Adventures and Incredible World for 5th Edition!,28,1,2650,200,98329,306,0.10780136073793083,0.1332696103922912,0.8518341486234987,375
952889261,BRANCALONIA - THE SPAGHETTI FANTASY RPG,8,1.09,85.91,58.725,160375.76,2707,0.30105185471919194,0.22470879151089015,0,85.91
953664408,Traveller RPG: The Deepnight Revelation Campaign Box Set,4,1.29,155.18,74.35499999999999,89262.39,833,0.4728638791768851,0.4432331256800509,0,155.18
958997912,Cartel: A Mexican Narcofiction Tabletop Roleplaying Game,12,10,1000,130,55100,1036,0.018148820326678767,0.18991775389409127,0.0499092558983666,50
959873660,Dice Bites:Collection of Molds for RPG-Dice Treats & Crafts.,14,59,269,118,101733,1010,0.08990199836827775,0.19993010487650587,0.08990199836827775,99
959884646,Delta Green: The Labyrinth,6,1,2000,77.5,82798,1858,0,0.43965019084234847,0,45
962026189,Questlandia RPG - Updated and expanded,3,10,65,25,12535,453,0.4563222975668129,0.40041453932976495,0,65
966560463,Endless Realms RPG,12,0.78,979.78,70.545,28600.62,333,0.17128649658643763,0.19788772385066916,0.42753059199415955,90.14
966991044,Project: Dark,13,1,125,85,68359,2071,0.0018285814596468643,0.28833302524370136,0,35
967142965,"ORBITAL, a space station RPG zine",3,10.47,157.02,15.7,20583.56,1342,0.03814209009520219,0.7304242198302991,0,15.7
980688609,Rise of the Drow: Collector's Edition for D&D 5E or PFRPG,4,5,99,59,149836,1748,0.8463853813502763,0.7277575138629316,0,99
981504825,Lunars: Fangs at the Gate for Exalted 3rd Ed.,27,5,800,155,241910,2362,0.009921045016741764,0.23055573373164243,0.2031333967177876,130
981892671,The Goblings: A Whimsical Adventure for 5th Edition,4,9.07,39.66,19.259999999999998,30642.94,941,0.85291881262046,0.7379845452934505,0,39.66
982134036,Blackstorm Realms: A 5th Edition Setting,12,1,2500,72.5,66895,1069,0.03737200089692802,0.17241411019489358,0.10912624261902983,85
982559626,Crystal Heart - a colourful setting for Savage Worlds,6,1.28,224.45,54.510000000000005,26583.62,699,0.08443169139492665,0.2647614931497555,0,38.48
986359709,"Mythic Mint: Fantasy, D&D, RPG and LARP Coins",8,14.04,245.75,45.64,22482.32,344,0.14210054834198607,0.2508618908664918,0,98.3
991176262,Cairo:Otherscape & Neuro:Otherscape - Mythic Cyberpunk RPG,7,39,399,99,264458,2342,0.09655975618056553,0.27898437911252,0.27696269350898817,129
994025266,Commissioned: The Call,8,1,250,49,26321,547,0.0664868356065499,0.28864893246255213,0.0664868356065499,69
997447334,Deimos Academy,7,1,300,65,19049,540,0.07874429103889968,0.3236841108588108,0.07874429103889968,35
1002939824,SINS - The Roleplaying Game,12,2.57,193.09,34.754999999999995,32228.74,702,0.023964945573422974,0.28037112700193606,0,90.11
1007506307,Temeraire: The Roleplaying Game,6,29,250,124,326063,2556,0.006900506957244459,0.3055440746347799,0.006900506957244459,249
1008570694,Lone Wolf—Adventures in Magnamund,9,18.67,218.54,42.83,98654.90000000001,1129,0.19493730164441908,0.29816730584575807,0,75.78
1013378690,AFFINITY: Three sci-fi/fantasy campaign settings for 5E,11,10.31,157.07,38.87,72817.3,1151,0.10785211755997544,0.34915092652789637,0,99.16
