class,n_funded,median_goal_usd,median_pledged_usd,mean_pledged_usd,median_backers,median_avg_pledge,median_pct_of_goal,share_overfunded_2x,share_overfunded_10x,pledged_p10,pledged_p50,pledged_p90,pledged_p99
ttrpg,7336,1335.40451843,6020.74950084,41252.115140600334,224,31.196889271422812,4.235583076923077,0.7509541984732825,0.25517993456924754,927.52935334,6020.74950084,69535.76610594499,564451.1826154906
ttrpg_accessory,3166,300,2650.0233786,18514.278973895416,98,29.656940263904655,7.4445,0.8834491471888819,0.41282375236891977,359.24281616,2650.0233786,22987.200009555003,235422.07312218967
