feature,importance
duration_days,0.02399346946707592
log10_goal,0.021161071592077956
is_ttrpg,0.0026383331607233505
title_words,0.0021143508165572325
country_us,0.0010875941734914956
is_dnd5e,8.883376981114651e-4
is_ttrpg_accessory,2.5016259579554075e-5
is_osr,5.651563906830155e-6
